Municipality code,Municipality,Age,Total
073025,San Marzano di San Giuseppe,19,102
073025,San Marzano di San Giuseppe,20,122
073025,San Marzano di San Giuseppe,21,131
073025,San Marzano di San Giuseppe,22,118
073025,San Marzano di San Giuseppe,23,116
073025,San Marzano di San Giuseppe,24,90
073025,San Marzano di San Giuseppe,25,114
073025,San Marzano di San Giuseppe,26,94
073025,San Marzano di San Giuseppe,27,76
073025,San Marzano di San Giuseppe,28,99
073025,San Marzano di San Giuseppe,29,89
073025,San Marzano di San Giuseppe,30,99
073025,San Marzano di San Giuseppe,31,99
073025,San Marzano di San Giuseppe,32,92
073025,San Marzano di San Giuseppe,33,85
073025,San Marzano di San Giuseppe,34,102
073025,San Marzano di San Giuseppe,35,105
073025,San Marzano di San Giuseppe,36,114
073025,San Marzano di San Giuseppe,37,101
073025,San Marzano di San Giuseppe,38,135
073025,San Marzano di San Giuseppe,39,108
073025,San Marzano di San Giuseppe,40,127
073025,San Marzano di San Giuseppe,41,105
073025,San Marzano di San Giuseppe,42,133
073025,San Marzano di San Giuseppe,43,131
073025,San Marzano di San Giuseppe,44,149
073025,San Marzano di San Giuseppe,45,133
073025,San Marzano di San Giuseppe,46,142
073025,San Marzano di San Giuseppe,47,145
073025,San Marzano di San Giuseppe,48,134
073025,San Marzano di San Giuseppe,49,150
073025,San Marzano di San Giuseppe,50,138
073025,San Marzano di San Giuseppe,51,149
073025,San Marzano di San Giuseppe,52,114
073025,San Marzano di San Giuseppe,53,125
073025,San Marzano di San Giuseppe,54,147
073025,San Marzano di San Giuseppe,55,120
073025,San Marzano di San Giuseppe,56,132
073025,San Marzano di San Giuseppe,57,151
073025,San Marzano di San Giuseppe,58,127
073025,San Marzano di San Giuseppe,59,129
073025,San Marzano di San Giuseppe,60,128
073025,San Marzano di San Giuseppe,61,127
073025,San Marzano di San Giuseppe,62,122
073025,San Marzano di San Giuseppe,63,98
073025,San Marzano di San Giuseppe,64,96
073025,San Marzano di San Giuseppe,65,105
074014,San Michele Salentino,18,55
074014,San Michele Salentino,19,56
074014,San Michele Salentino,20,69
074014,San Michele Salentino,21,64
074014,San Michele Salentino,22,79
074014,San Michele Salentino,23,69
074014,San Michele Salentino,24,67
074014,San Michele Salentino,25,50
074014,San Michele Salentino,26,66
074014,San Michele Salentino,27,65
074014,San Michele Salentino,28,60
074014,San Michele Salentino,29,72
074014,San Michele Salentino,30,75
074014,San Michele Salentino,31,83
074014,San Michele Salentino,32,69
074014,San Michele Salentino,33,53
074014,San Michele Salentino,34,69
074014,San Michele Salentino,35,61
074014,San Michele Salentino,36,80
074014,San Michele Salentino,37,61
074014,San Michele Salentino,38,79
074014,San Michele Salentino,39,65
074014,San Michele Salentino,40,71
074014,San Michele Salentino,41,77
074014,San Michele Salentino,42,61
074014,San Michele Salentino,43,93
074014,San Michele Salentino,44,74
074014,San Michele Salentino,45,82
074014,San Michele Salentino,46,77
074014,San Michele Salentino,47,111
074014,San Michele Salentino,48,111
074014,San Michele Salentino,49,88
074014,San Michele Salentino,50,88
074014,San Michele Salentino,51,91
074014,San Michele Salentino,52,98
074014,San Michele Salentino,53,103
074014,San Michele Salentino,54,98
074014,San Michele Salentino,55,113
074014,San Michele Salentino,56,86
074014,San Michele Salentino,57,106
074014,San Michele Salentino,58,94
074014,San Michele Salentino,59,104
074014,San Michele Salentino,60,88
074014,San Michele Salentino,61,74
074014,San Michele Salentino,62,76
074014,San Michele Salentino,63,93
074014,San Michele Salentino,64,78
074014,San Michele Salentino,65,64
075070,Sannicola,18,59
075070,Sannicola,19,40
075070,Sannicola,20,49
075070,Sannicola,21,64
075070,Sannicola,22,51
075070,Sannicola,23,54
075070,Sannicola,24,34
075070,Sannicola,25,52
075070,Sannicola,26,57
075070,Sannicola,27,49
075070,Sannicola,28,52
075070,Sannicola,29,48
075070,Sannicola,30,53
075070,Sannicola,31,54
075070,Sannicola,32,55
075070,Sannicola,33,48
075070,Sannicola,34,59
075070,Sannicola,35,65
075070,Sannicola,36,51
075070,Sannicola,37,45
075070,Sannicola,38,59
075070,Sannicola,39,51
075070,Sannicola,40,72
075070,Sannicola,41,68
075070,Sannicola,42,70
075070,Sannicola,43,62
075070,Sannicola,44,70
075070,Sannicola,45,97
075070,Sannicola,46,86
075070,Sannicola,47,83
075070,Sannicola,48,84
075070,Sannicola,49,91
075070,Sannicola,50,67
075070,Sannicola,51,80
075070,Sannicola,52,86
075070,Sannicola,53,96
075070,Sannicola,54,84
075070,Sannicola,55,89
075070,Sannicola,56,108
075070,Sannicola,57,97
075070,Sannicola,58,102
075070,Sannicola,59,106
075070,Sannicola,60,85
075070,Sannicola,61,81
075070,Sannicola,62,73
075070,Sannicola,63,93
075070,Sannicola,64,77
075070,Sannicola,65,69
074015,San Pancrazio Salentino,18,75
074015,San Pancrazio Salentino,19,85
074015,San Pancrazio Salentino,20,104
074015,San Pancrazio Salentino,21,81
074015,San Pancrazio Salentino,22,95
074015,San Pancrazio Salentino,23,100
074015,San Pancrazio Salentino,24,105
074015,San Pancrazio Salentino,25,93
074015,San Pancrazio Salentino,26,98
074015,San Pancrazio Salentino,27,86
074015,San Pancrazio Salentino,28,99
074015,San Pancrazio Salentino,29,113
074015,San Pancrazio Salentino,30,106
074015,San Pancrazio Salentino,31,94
074015,San Pancrazio Salentino,32,99
074015,San Pancrazio Salentino,33,75
074015,San Pancrazio Salentino,34,89
074015,San Pancrazio Salentino,35,112
074015,San Pancrazio Salentino,36,92
074015,San Pancrazio Salentino,37,111
074015,San Pancrazio Salentino,38,103
074015,San Pancrazio Salentino,39,112
074015,San Pancrazio Salentino,40,124
074015,San Pancrazio Salentino,41,119
074015,San Pancrazio Salentino,42,121
074015,San Pancrazio Salentino,43,120
074015,San Pancrazio Salentino,44,138
074015,San Pancrazio Salentino,45,124
074015,San Pancrazio Salentino,46,150
074015,San Pancrazio Salentino,47,124
074015,San Pancrazio Salentino,48,114
074015,San Pancrazio Salentino,49,129
074015,San Pancrazio Salentino,50,139
074015,San Pancrazio Salentino,51,118
074015,San Pancrazio Salentino,52,159
074015,San Pancrazio Salentino,53,147
074015,San Pancrazio Salentino,54,150
074015,San Pancrazio Salentino,55,151
074015,San Pancrazio Salentino,56,129
074015,San Pancrazio Salentino,57,155
074015,San Pancrazio Salentino,58,149
074015,San Pancrazio Salentino,59,132
074015,San Pancrazio Salentino,60,131
074015,San Pancrazio Salentino,61,141
074015,San Pancrazio Salentino,62,137
074015,San Pancrazio Salentino,63,110
074015,San Pancrazio Salentino,64,135
074015,San Pancrazio Salentino,65,138
075071,San Pietro in Lama,18,21
075071,San Pietro in Lama,19,36
075071,San Pietro in Lama,20,37
075071,San Pietro in Lama,21,31
075071,San Pietro in Lama,22,31
075071,San Pietro in Lama,23,35
075071,San Pietro in Lama,24,31
075071,San Pietro in Lama,25,30
075071,San Pietro in Lama,26,24
075071,San Pietro in Lama,27,24
075071,San Pietro in Lama,28,22
075071,San Pietro in Lama,29,40
075071,San Pietro in Lama,30,28
075071,San Pietro in Lama,31,30
075071,San Pietro in Lama,32,38
075071,San Pietro in Lama,33,22
075071,San Pietro in Lama,34,34
075071,San Pietro in Lama,35,33
075071,San Pietro in Lama,36,35
075071,San Pietro in Lama,37,42
075071,San Pietro in Lama,38,36
075071,San Pietro in Lama,39,39
075071,San Pietro in Lama,40,53
075071,San Pietro in Lama,41,42
075071,San Pietro in Lama,42,51
075071,San Pietro in Lama,43,50
075071,San Pietro in Lama,44,46
075071,San Pietro in Lama,45,51
075071,San Pietro in Lama,46,54
075071,San Pietro in Lama,47,53
075071,San Pietro in Lama,48,66
075071,San Pietro in Lama,49,52
075071,San Pietro in Lama,50,49
075071,San Pietro in Lama,51,61
075071,San Pietro in Lama,52,43
075071,San Pietro in Lama,53,46
075071,San Pietro in Lama,54,53
075071,San Pietro in Lama,55,52
075071,San Pietro in Lama,56,45
075071,San Pietro in Lama,57,52
075071,San Pietro in Lama,58,64
075071,San Pietro in Lama,59,37
075071,San Pietro in Lama,60,50
075071,San Pietro in Lama,61,49
075071,San Pietro in Lama,62,33
075071,San Pietro in Lama,63,44
075071,San Pietro in Lama,64,49
075071,San Pietro in Lama,65,40
074016,San Pietro Vernotico,18,143
074016,San Pietro Vernotico,19,133
074016,San Pietro Vernotico,20,124
074016,San Pietro Vernotico,21,110
074016,San Pietro Vernotico,22,140
074016,San Pietro Vernotico,23,131
074016,San Pietro Vernotico,24,144
074016,San Pietro Vernotico,25,139
074016,San Pietro Vernotico,26,151
074016,San Pietro Vernotico,27,126
074016,San Pietro Vernotico,28,134
074016,San Pietro Vernotico,29,130
074016,San Pietro Vernotico,30,140
074016,San Pietro Vernotico,31,137
074016,San Pietro Vernotico,32,148
074016,San Pietro Vernotico,33,157
074016,San Pietro Vernotico,34,144
074016,San Pietro Vernotico,35,138
074016,San Pietro Vernotico,36,127
074016,San Pietro Vernotico,37,128
074016,San Pietro Vernotico,38,156
074016,San Pietro Vernotico,39,140
074016,San Pietro Vernotico,40,159
074016,San Pietro Vernotico,41,170
074016,San Pietro Vernotico,42,184
074016,San Pietro Vernotico,43,176
074016,San Pietro Vernotico,44,160
074016,San Pietro Vernotico,45,157
074016,San Pietro Vernotico,46,172
074016,San Pietro Vernotico,47,197
074016,San Pietro Vernotico,48,174
074016,San Pietro Vernotico,49,172
074016,San Pietro Vernotico,50,183
074016,San Pietro Vernotico,51,206
074016,San Pietro Vernotico,52,214
074016,San Pietro Vernotico,53,180
074016,San Pietro Vernotico,54,232
074016,San Pietro Vernotico,55,201
074016,San Pietro Vernotico,56,205
074016,San Pietro Vernotico,57,219
074016,San Pietro Vernotico,58,202
074016,San Pietro Vernotico,59,203
074016,San Pietro Vernotico,60,176
074016,San Pietro Vernotico,61,209
074016,San Pietro Vernotico,62,175
074016,San Pietro Vernotico,63,169
074016,San Pietro Vernotico,64,162
074016,San Pietro Vernotico,65,171
075072,Santa Cesarea Terme,18,26
075072,Santa Cesarea Terme,19,26
075072,Santa Cesarea Terme,20,26
075072,Santa Cesarea Terme,21,22
075072,Santa Cesarea Terme,22,31
075072,Santa Cesarea Terme,23,27
075072,Santa Cesarea Terme,24,30
075072,Santa Cesarea Terme,25,32
075072,Santa Cesarea Terme,26,30
075072,Santa Cesarea Terme,27,17
075072,Santa Cesarea Terme,28,35
075072,Santa Cesarea Terme,29,28
075072,Santa Cesarea Terme,30,34
075072,Santa Cesarea Terme,31,24
075072,Santa Cesarea Terme,32,20
075072,Santa Cesarea Terme,33,30
075072,Santa Cesarea Terme,34,23
075072,Santa Cesarea Terme,35,26
075072,Santa Cesarea Terme,36,16
075072,Santa Cesarea Terme,37,33
075072,Santa Cesarea Terme,38,23
075072,Santa Cesarea Terme,39,29
075072,Santa Cesarea Terme,40,42
075072,Santa Cesarea Terme,41,31
075072,Santa Cesarea Terme,42,28
075072,Santa Cesarea Terme,43,31
075072,Santa Cesarea Terme,44,37
075072,Santa Cesarea Terme,45,43
075072,Santa Cesarea Terme,46,39
075072,Santa Cesarea Terme,47,41
075072,Santa Cesarea Terme,48,55
075072,Santa Cesarea Terme,49,38
075072,Santa Cesarea Terme,50,49
075072,Santa Cesarea Terme,51,32
075072,Santa Cesarea Terme,52,43
075072,Santa Cesarea Terme,53,48
075072,Santa Cesarea Terme,54,46
075072,Santa Cesarea Terme,55,49
075072,Santa Cesarea Terme,56,42
075072,Santa Cesarea Terme,57,41
075072,Santa Cesarea Terme,58,47
075072,Santa Cesarea Terme,59,40
075072,Santa Cesarea Terme,60,35
075072,Santa Cesarea Terme,61,40
075072,Santa Cesarea Terme,62,31
075072,Santa Cesarea Terme,63,40
075072,Santa Cesarea Terme,64,40
075072,Santa Cesarea Terme,65,48
074017,San Vito dei Normanni,18,179
074017,San Vito dei Normanni,19,151
074017,San Vito dei Normanni,20,181
074017,San Vito dei Normanni,21,171
074017,San Vito dei Normanni,22,178
074017,San Vito dei Normanni,23,170
074017,San Vito dei Normanni,24,197
074017,San Vito dei Normanni,25,201
074017,San Vito dei Normanni,26,183
074017,San Vito dei Normanni,27,165
074017,San Vito dei Normanni,28,170
074017,San Vito dei Normanni,29,191
074017,San Vito dei Normanni,30,180
074017,San Vito dei Normanni,31,153
074017,San Vito dei Normanni,32,172
074017,San Vito dei Normanni,33,192
074017,San Vito dei Normanni,34,189
074017,San Vito dei Normanni,35,180
074017,San Vito dei Normanni,36,183
074017,San Vito dei Normanni,37,194
074017,San Vito dei Normanni,38,192
074017,San Vito dei Normanni,39,216
074017,San Vito dei Normanni,40,250
074017,San Vito dei Normanni,41,193
074017,San Vito dei Normanni,42,242
074017,San Vito dei Normanni,43,241
074017,San Vito dei Normanni,44,265
074017,San Vito dei Normanni,45,272
074017,San Vito dei Normanni,46,282
074017,San Vito dei Normanni,47,276
074017,San Vito dei Normanni,48,282
074017,San Vito dei Normanni,49,283
074017,San Vito dei Normanni,50,265
074017,San Vito dei Normanni,51,288
074017,San Vito dei Normanni,52,264
074017,San Vito dei Normanni,53,265
074017,San Vito dei Normanni,54,292
074017,San Vito dei Normanni,55,329
074017,San Vito dei Normanni,56,262
074017,San Vito dei Normanni,57,278
074017,San Vito dei Normanni,58,320
074017,San Vito dei Normanni,59,313
074017,San Vito dei Normanni,60,277
074017,San Vito dei Normanni,61,287
074017,San Vito dei Normanni,62,242
074017,San Vito dei Normanni,63,268
074017,San Vito dei Normanni,64,263
074017,San Vito dei Normanni,65,261
073026,Sava,18,173
073026,Sava,19,154
073026,Sava,20,159
073026,Sava,21,160
073026,Sava,22,151
073026,Sava,23,147
073026,Sava,24,142
073026,Sava,25,146
073026,Sava,26,182
073026,Sava,27,158
073026,Sava,28,141
073026,Sava,29,148
073026,Sava,30,147
073026,Sava,31,140
073026,Sava,32,158
073026,Sava,33,163
073026,Sava,34,165
073026,Sava,35,185
073026,Sava,36,146
073026,Sava,37,174
073026,Sava,38,192
073026,Sava,39,177
073026,Sava,40,181
073026,Sava,41,199
073026,Sava,42,207
073026,Sava,43,236
073026,Sava,44,225
073026,Sava,45,241
073026,Sava,46,241
073026,Sava,47,230
073026,Sava,48,235
073026,Sava,49,249
073026,Sava,50,216
073026,Sava,51,207
073026,Sava,52,212
073026,Sava,53,224
073026,Sava,54,223
073026,Sava,55,247
073026,Sava,56,221
073026,Sava,57,243
073026,Sava,58,209
073026,Sava,59,214
073026,Sava,60,206
073026,Sava,61,201
073026,Sava,62,234
073026,Sava,63,228
073026,Sava,64,202
073026,Sava,65,213
075073,Scorrano,18,75
075073,Scorrano,19,68
075073,Scorrano,20,64
075073,Scorrano,21,68
075073,Scorrano,22,48
075073,Scorrano,23,51
075073,Scorrano,24,79
075073,Scorrano,25,59
075073,Scorrano,26,74
075073,Scorrano,27,59
075073,Scorrano,28,67
075073,Scorrano,29,77
075073,Scorrano,30,69
075073,Scorrano,31,70
075073,Scorrano,32,71
075073,Scorrano,33,74
075073,Scorrano,34,63
075073,Scorrano,35,80
075073,Scorrano,36,84
075073,Scorrano,37,65
075073,Scorrano,38,82
075073,Scorrano,39,78
075073,Scorrano,40,62
075073,Scorrano,41,97
075073,Scorrano,42,92
075073,Scorrano,43,96
075073,Scorrano,44,94
075073,Scorrano,45,97
075073,Scorrano,46,92
075073,Scorrano,47,97
075073,Scorrano,48,107
075073,Scorrano,49,98
075073,Scorrano,50,123
075073,Scorrano,51,89
075073,Scorrano,52,105
075073,Scorrano,53,104
075073,Scorrano,54,98
075073,Scorrano,55,102
075073,Scorrano,56,96
075073,Scorrano,57,115
075073,Scorrano,58,119
075073,Scorrano,59,123
075073,Scorrano,60,96
075073,Scorrano,61,114
075073,Scorrano,62,102
075073,Scorrano,63,95
075073,Scorrano,64,88
075073,Scorrano,65,86
075074,Seclì,18,19
075074,Seclì,19,20
075074,Seclì,20,21
075074,Seclì,21,26
075074,Seclì,22,18
075074,Seclì,23,23
075074,Seclì,24,22
075074,Seclì,25,22
075074,Seclì,26,26
075074,Seclì,27,25
075074,Seclì,28,27
075074,Seclì,29,21
075074,Seclì,30,18
075074,Seclì,31,17
075074,Seclì,32,20
075074,Seclì,33,19
075074,Seclì,34,14
075074,Seclì,35,18
075074,Seclì,36,15
075074,Seclì,37,18
075074,Seclì,38,16
075074,Seclì,39,26
075074,Seclì,40,16
075074,Seclì,41,16
075074,Seclì,42,23
075074,Seclì,43,23
075074,Seclì,44,27
075074,Seclì,45,26
075074,Seclì,46,30
075074,Seclì,47,27
075074,Seclì,48,23
075074,Seclì,49,26
075074,Seclì,50,24
075074,Seclì,51,33
075074,Seclì,52,25
075074,Seclì,53,38
075074,Seclì,54,37
075074,Seclì,55,38
075074,Seclì,56,30
075074,Seclì,57,24
075074,Seclì,58,25
075074,Seclì,59,32
075074,Seclì,60,31
075074,Seclì,61,33
075074,Seclì,62,19
075074,Seclì,63,23
075074,Seclì,64,22
075074,Seclì,65,31
075075,Sogliano Cavour,18,36
075075,Sogliano Cavour,19,36
075075,Sogliano Cavour,20,24
075075,Sogliano Cavour,21,48
075075,Sogliano Cavour,22,34
075075,Sogliano Cavour,23,45
075075,Sogliano Cavour,24,35
075075,Sogliano Cavour,25,35
075075,Sogliano Cavour,26,39
075075,Sogliano Cavour,27,39
075075,Sogliano Cavour,28,38
075075,Sogliano Cavour,29,55
075075,Sogliano Cavour,30,37
075075,Sogliano Cavour,31,52
075075,Sogliano Cavour,32,29
075075,Sogliano Cavour,33,45
075075,Sogliano Cavour,34,40
075075,Sogliano Cavour,35,43
075075,Sogliano Cavour,36,41
075075,Sogliano Cavour,37,35
075075,Sogliano Cavour,38,44
075075,Sogliano Cavour,39,39
075075,Sogliano Cavour,40,59
075075,Sogliano Cavour,41,46
075075,Sogliano Cavour,42,58
075075,Sogliano Cavour,43,57
075075,Sogliano Cavour,44,63
075075,Sogliano Cavour,45,53
075075,Sogliano Cavour,46,67
075075,Sogliano Cavour,47,58
075075,Sogliano Cavour,48,63
075075,Sogliano Cavour,49,47
075075,Sogliano Cavour,50,54
075075,Sogliano Cavour,51,50
075075,Sogliano Cavour,52,60
075075,Sogliano Cavour,53,67
075075,Sogliano Cavour,54,51
075075,Sogliano Cavour,55,79
075075,Sogliano Cavour,56,62
075075,Sogliano Cavour,57,65
075075,Sogliano Cavour,58,55
075075,Sogliano Cavour,59,54
075075,Sogliano Cavour,60,47
075075,Sogliano Cavour,61,54
075075,Sogliano Cavour,62,52
075075,Sogliano Cavour,63,53
075075,Sogliano Cavour,64,50
075075,Sogliano Cavour,65,47
075076,Soleto,18,59
075076,Soleto,19,52
075076,Soleto,20,49
075076,Soleto,21,56
075076,Soleto,22,59
075076,Soleto,23,47
075076,Soleto,24,61
075076,Soleto,25,49
075076,Soleto,26,69
075076,Soleto,27,57
075076,Soleto,28,52
075076,Soleto,29,60
075076,Soleto,30,61
075076,Soleto,31,52
075076,Soleto,32,50
075076,Soleto,33,54
075076,Soleto,34,63
075076,Soleto,35,42
075076,Soleto,36,42
075076,Soleto,37,61
075076,Soleto,38,43
075076,Soleto,39,59
075076,Soleto,40,57
075076,Soleto,41,59
075076,Soleto,42,66
075076,Soleto,43,73
075076,Soleto,44,71
075076,Soleto,45,70
075076,Soleto,46,78
075076,Soleto,47,79
075076,Soleto,48,73
075076,Soleto,49,81
075076,Soleto,50,64
075076,Soleto,51,83
075076,Soleto,52,72
075076,Soleto,53,88
075076,Soleto,54,96
075076,Soleto,55,70
075076,Soleto,56,94
075076,Soleto,57,101
075076,Soleto,58,93
075076,Soleto,59,88
075076,Soleto,60,82
075076,Soleto,61,77
075076,Soleto,62,83
075076,Soleto,63,73
075076,Soleto,64,73
075076,Soleto,65,67
075077,Specchia,18,39
075077,Specchia,19,38
075077,Specchia,20,71
075077,Specchia,21,64
075077,Specchia,22,39
075077,Specchia,23,49
075077,Specchia,24,51
075077,Specchia,25,29
075077,Specchia,26,60
075077,Specchia,27,52
075077,Specchia,28,53
075077,Specchia,29,42
075077,Specchia,30,58
075077,Specchia,31,48
075077,Specchia,32,48
075077,Specchia,33,64
075077,Specchia,34,45
075077,Specchia,35,50
075077,Specchia,36,47
075077,Specchia,37,55
075077,Specchia,38,55
075077,Specchia,39,49
075077,Specchia,40,53
075077,Specchia,41,63
075077,Specchia,42,66
075077,Specchia,43,48
075077,Specchia,44,63
075077,Specchia,45,65
075077,Specchia,46,61
075077,Specchia,47,73
075077,Specchia,48,73
075077,Specchia,49,65
075077,Specchia,50,55
075077,Specchia,51,54
075077,Specchia,52,72
075077,Specchia,53,56
075077,Specchia,54,43
075077,Specchia,55,68
075077,Specchia,56,44
075077,Specchia,57,71
075077,Specchia,58,68
075077,Specchia,59,68
075077,Specchia,60,74
075077,Specchia,61,75
075077,Specchia,62,78
075077,Specchia,63,84
075077,Specchia,64,74
075077,Specchia,65,73
075078,Spongano,18,43
075078,Spongano,19,45
075078,Spongano,20,36
075078,Spongano,21,31
075078,Spongano,22,41
075078,Spongano,23,31
075078,Spongano,24,35
075078,Spongano,25,37
075078,Spongano,26,44
075078,Spongano,27,38
075078,Spongano,28,36
075078,Spongano,29,32
075078,Spongano,30,41
075078,Spongano,31,40
075078,Spongano,32,37
075078,Spongano,33,42
075078,Spongano,34,38
075078,Spongano,35,39
075078,Spongano,36,33
075078,Spongano,37,27
075078,Spongano,38,39
075078,Spongano,39,33
075078,Spongano,40,40
075078,Spongano,41,42
075078,Spongano,42,37
075078,Spongano,43,40
075078,Spongano,44,30
075078,Spongano,45,35
075078,Spongano,46,36
075078,Spongano,47,59
075078,Spongano,48,37
075078,Spongano,49,50
075078,Spongano,50,49
075078,Spongano,51,39
075078,Spongano,52,55
075078,Spongano,53,52
075078,Spongano,54,59
075078,Spongano,55,47
075078,Spongano,56,60
075078,Spongano,57,62
075078,Spongano,58,57
075078,Spongano,59,58
075078,Spongano,60,63
075078,Spongano,61,59
075078,Spongano,62,47
075078,Spongano,63,58
075078,Spongano,64,45
075078,Spongano,65,47
075079,Squinzano,18,148
075079,Squinzano,19,110
075079,Squinzano,20,113
075079,Squinzano,21,133
075079,Squinzano,22,143
075079,Squinzano,23,119
075079,Squinzano,24,149
075079,Squinzano,25,123
075079,Squinzano,26,115
075079,Squinzano,27,128
075079,Squinzano,28,137
075079,Squinzano,29,148
075079,Squinzano,30,159
075079,Squinzano,31,111
075079,Squinzano,32,127
075079,Squinzano,33,133
075079,Squinzano,34,134
075079,Squinzano,35,136
075079,Squinzano,36,129
075079,Squinzano,37,154
075079,Squinzano,38,164
075079,Squinzano,39,157
075079,Squinzano,40,159
075079,Squinzano,41,147
075079,Squinzano,42,147
075079,Squinzano,43,199
075079,Squinzano,44,200
075079,Squinzano,45,189
075079,Squinzano,46,187
075079,Squinzano,47,183
075079,Squinzano,48,223
075079,Squinzano,49,197
075079,Squinzano,50,216
075079,Squinzano,51,186
075079,Squinzano,52,193
075079,Squinzano,53,186
075079,Squinzano,54,201
075079,Squinzano,55,228
075079,Squinzano,56,233
075079,Squinzano,57,210
075079,Squinzano,58,244
075079,Squinzano,59,194
075079,Squinzano,60,198
075079,Squinzano,61,201
075079,Squinzano,62,194
075079,Squinzano,63,172
075079,Squinzano,64,169
075079,Squinzano,65,174
073029,Statte,18,148
073029,Statte,19,150
073029,Statte,20,150
073029,Statte,21,163
073029,Statte,22,120
073029,Statte,23,132
073029,Statte,24,137
073029,Statte,25,123
073029,Statte,26,124
073029,Statte,27,127
073029,Statte,28,143
073029,Statte,29,142
073029,Statte,30,116
073029,Statte,31,104
073029,Statte,32,122
073029,Statte,33,130
073029,Statte,34,124
073029,Statte,35,123
073029,Statte,36,122
073029,Statte,37,112
073029,Statte,38,151
073029,Statte,39,133
073029,Statte,40,127
073029,Statte,41,175
073029,Statte,42,176
073029,Statte,43,172
073029,Statte,44,224
073029,Statte,45,226
073029,Statte,46,211
073029,Statte,47,225
073029,Statte,48,225
073029,Statte,49,190
073029,Statte,50,233
073029,Statte,51,200
073029,Statte,52,190
073029,Statte,53,180
073029,Statte,54,183
073029,Statte,55,195
073029,Statte,56,182
073029,Statte,57,200
073029,Statte,58,180
073029,Statte,59,146
073029,Statte,60,169
073029,Statte,61,160
073029,Statte,62,168
073029,Statte,63,153
073029,Statte,64,147
073029,Statte,65,145
075080,Sternatia,18,17
075080,Sternatia,19,14
075080,Sternatia,20,15
075080,Sternatia,21,16
075080,Sternatia,22,17
075080,Sternatia,23,21
075080,Sternatia,24,19
075080,Sternatia,25,20
075080,Sternatia,26,20
075080,Sternatia,27,8
075080,Sternatia,28,22
075080,Sternatia,29,16
075080,Sternatia,30,17
075080,Sternatia,31,26
075080,Sternatia,32,19
075080,Sternatia,33,21
075080,Sternatia,34,15
075080,Sternatia,35,22
075080,Sternatia,36,22
075080,Sternatia,37,25
075080,Sternatia,38,28
075080,Sternatia,39,27
075080,Sternatia,40,26
075080,Sternatia,41,24
075080,Sternatia,42,22
075080,Sternatia,43,37
075080,Sternatia,44,33
075080,Sternatia,45,23
075080,Sternatia,46,28
075080,Sternatia,47,31
075080,Sternatia,48,22
075080,Sternatia,49,33
075080,Sternatia,50,29
075080,Sternatia,51,34
075080,Sternatia,52,27
075080,Sternatia,53,28
075080,Sternatia,54,31
075080,Sternatia,55,33
075080,Sternatia,56,30
075080,Sternatia,57,28
075080,Sternatia,58,31
075080,Sternatia,59,20
075080,Sternatia,60,39
075080,Sternatia,61,39
075080,Sternatia,62,44
075080,Sternatia,63,29
075080,Sternatia,64,33
075080,Sternatia,65,29
075081,Supersano,18,53
075081,Supersano,19,43
075081,Supersano,20,48
075081,Supersano,21,51
075081,Supersano,22,36
075081,Supersano,23,46
075081,Supersano,24,44
075081,Supersano,25,42
075081,Supersano,26,44
075081,Supersano,27,51
075081,Supersano,28,32
075081,Supersano,29,33
075081,Supersano,30,51
075081,Supersano,31,37
075081,Supersano,32,45
075081,Supersano,33,41
075081,Supersano,34,41
075081,Supersano,35,44
075081,Supersano,36,48
075081,Supersano,37,44
075081,Supersano,38,52
075081,Supersano,39,54
075081,Supersano,40,53
075081,Supersano,41,46
075081,Supersano,42,51
075081,Supersano,43,56
075081,Supersano,44,63
075081,Supersano,45,61
075081,Supersano,46,72
075081,Supersano,47,58
075081,Supersano,48,63
075081,Supersano,49,67
075081,Supersano,50,56
075081,Supersano,51,63
075081,Supersano,52,60
075081,Supersano,53,63
075081,Supersano,54,67
075081,Supersano,55,60
075081,Supersano,56,48
075081,Supersano,57,64
075081,Supersano,58,76
075081,Supersano,59,59
075081,Supersano,60,45
075081,Supersano,61,62
075081,Supersano,62,64
075081,Supersano,63,46
075081,Supersano,64,49
075081,Supersano,65,55
075082,Surano,18,14
075082,Surano,19,8
075082,Surano,20,15
075082,Surano,21,15
075082,Surano,22,11
075082,Surano,23,18
075082,Surano,24,12
075082,Surano,25,15
075082,Surano,26,11
075082,Surano,27,22
075082,Surano,28,23
075082,Surano,29,15
075082,Surano,30,20
075082,Surano,31,14
075082,Surano,32,18
075082,Surano,33,23
075082,Surano,34,15
075082,Surano,35,16
075082,Surano,36,16
075082,Surano,37,16
075082,Surano,38,14
075082,Surano,39,14
075082,Surano,40,17
075082,Surano,41,17
075082,Surano,42,17
075082,Surano,43,15
075082,Surano,44,20
075082,Surano,45,20
075082,Surano,46,16
075082,Surano,47,21
075082,Surano,48,27
075082,Surano,49,21
075082,Surano,50,26
075082,Surano,51,22
075082,Surano,52,24
075082,Surano,53,21
075082,Surano,54,34
075082,Surano,55,18
075082,Surano,56,23
075082,Surano,57,32
075082,Surano,58,22
075082,Surano,59,30
075082,Surano,60,28
075082,Surano,61,22
075082,Surano,62,22
075082,Surano,63,17
075082,Surano,64,19
075082,Surano,65,23
075083,Surbo,18,164
075083,Surbo,19,158
075083,Surbo,20,163
075083,Surbo,21,165
075083,Surbo,22,177
075083,Surbo,23,154
075083,Surbo,24,155
